H_Id,H_Region,H_Name,H_Department,H_Categorie,Bed_Total,Bed_General,Bed_Psy,Bed_Nursing,Bed_Intensive,Bed_Isolation,Bed_Clean,H_PhoneNumber,H_Address,H_Latitude,H_Longitude
1591,수성구,대경영상의학과의원,의원,영상의학과,0,0,0,0,0,0,0,053-742-0100,"대구광역시 수성구 달구벌대로 2435, 301동 지하6층 B204, B206호 (범어동, 두산위브더제니스)",35.86098925,128.628268
2924,서구,서대구영상의학과의원,의원,영상의학과,0,0,0,0,0,0,0,053-555-6008,대구광역시 서구 달구벌대로 1895 (내당동),35.86226233,128.5715296
3076,서구,네이처영상의학과의원,의원,영상의학과,1,1,0,0,0,0,0,053-655-0345,"대구광역시 서구 달구벌대로 1691, 203호 (내당동)",35.85571877,128.5507105
3173,동구,제일영상의학과의원,의원,영상의학과,0,0,0,0,0,0,0,053-756-0161,"대구광역시 동구 동대구로 448, 2,3층 (신천동)",35.87030391,128.6263693
3624,동구,미래유영상의학과의원,의원,영상의학과,0,0,0,0,0,0,0,053-956-6875,"대구광역시 동구 동대구로 590, 동대구역화성파크드림오피스텔 상가 301동 206호 (신암동)",35.88184812,128.6263357
3858,중구,김정식영상의학과의원,의원,영상의학과,0,0,0,0,0,0,0,053-421-3693,대구광역시 중구 달구벌대로 2181 (삼덕동2가),35.86363609,128.6021452
3883,중구,에스엠영상의학과의원,의원,영상의학과,8,8,0,0,0,0,0,053-420-1100,"대구광역시 중구 공평로 16, 3층,5~13층 (삼덕동2가)",35.86537886,128.6001679
3988,중구,닥터스영상의학과의원,의원,영상의학과,0,0,0,0,0,0,0,053-428-0100,"대구광역시 중구 동덕로 115, 2층 (삼덕동2가)",35.86509361,128.6026642
4054,중구,브이라이프영상의학과의원,의원,영상의학과,7,7,0,0,0,0,0,053-421-0020,"대구광역시 중구 공평로10길 18, 2,3층 (삼덕동2가)",35.86778598,128.6008446
799,달서구,부강외과의원,의원,외과,5,5,0,0,0,0,0,053-638-7575,"대구광역시 달서구 월배로 138, 6층 (진천동)",35.8154538,128.5295133
1760,수성구,수외과의원,의원,외과,4,4,0,0,0,0,0,053-423-7582,"대구광역시 수성구 동대구로 311, A동 5층 501호 (범어동, 범어 애플타워)",35.85812421,128.6252372
982,달서구,킴즈네이처제통외과의원,의원,외과(척추 및 관절),0,0,0,0,0,0,0,053-635-6428,"대구광역시 달서구 월배로 79, 2층 (진천동)",35.81411877,128.5229962
4025,중구,닥터조제통외과의원,의원,외과(척추 및 관절),0,0,0,0,0,0,0,053-637-6379,"대구광역시 중구 중앙대로 359, 반월당메티칼오피스타워 11층 (남산동)",35.86506714,128.5927992
3975,중구,에이치프라임외과의원,의원,외과(투석/혈관전문),2,2,0,0,0,0,0,053-264-7475,대구광역시 중구 동성로1길 81 (삼덕동1가),35.86519425,128.597654
4106,중구,루백외과의원,의원,외과(투석/혈관전문),0,0,0,0,0,0,0,053-252-0600,"대구광역시 중구 동덕로 106-4, 8층 (삼덕동2가)",35.8638858,128.6033199
3983,중구,대구서울하정외과의원,의원,외과(하지정맥류 전문),3,3,0,0,0,0,0,053-952-1106,"대구광역시 중구 달구벌대로 2094, 대구메디스퀘어 6층 (남산동)",35.8652806,128.5925901
1902,수성구,브이외과의원,의원,외과(혈액투석),0,0,0,0,0,0,0,053-951-7575,"대구광역시 수성구 달구벌대로 2362, 7층 (수성동3가)",35.85907411,128.6208482
275,달성군,이로운요양병원,요양병원,요양병원,87,0,0,87,0,0,0,053-572-1100,"대구광역시 달성군 다사읍 달구벌대로 893, 3~5층",35.85716067,128.4665435
276,달성군,성요셉요양병원,요양병원,요양병원,196,0,0,195,0,0,0,053-615-4871,대구광역시 달성군 논공읍 논공로 210 (외 1필지(남리 717)),35.72107464,128.4534926
277,달성군,의료법인가창삼성의료재단 가창삼성요양병원,요양병원,요양병원,284,0,0,281,0,3,0,053-762-1400,대구광역시 달성군 가창면 가창로57길 50,35.73696606,128.6590379
278,달성군,현풍요양병원,요양병원,요양병원,173,0,0,173,0,0,0,053-615-0700,"대구광역시 달성군 현풍읍 테크노공원로 21, 2~6층",35.69133236,128.4554333
279,달성군,달성요양병원,요양병원,요양병원,215,0,0,214,0,0,0,053-626-9988,대구광역시 달성군 논공읍 달성군청로1길 8,35.77726871,128.4286949
280,달성군,가창파티마요양병원,요양병원,요양병원,150,0,0,150,0,0,0,053-295-7000,대구광역시 달성군 가창면 가창로85길 24-6,35.75003121,128.6498543
281,달성군,봄요양병원,요양병원,요양병원,198,0,0,198,0,0,0,053-582-7777,"대구광역시 달성군 다사읍 달구벌대로109길 12-6, 1~4층",35.85300939,128.4403833
282,달성군,다사요양병원,요양병원,요양병원,197,0,0,197,0,0,0,053-218-9900,"대구광역시 달성군 다사읍 왕선로 31, 2~7층",35.86236657,128.4642476
1113,달서구,중앙요양병원,요양병원,요양병원,199,0,0,199,0,0,0,053-654-7575,"대구광역시 달서구 월배로 83길 14, 지하1, 2~5층(송현동)",35.83204003,128.5512312
1114,달서구,성서요양병원,요양병원,요양병원,149,0,0,149,0,0,0,053-593-7587,대구광역시 달서구 문화회관1안길 29 (장기동),35.84804077,128.5188343
1115,달서구,의료법인상보의료재단 대구경상요양병원,요양병원,요양병원,61,0,0,61,0,0,0,053-620-7300,"대구광역시 달서구 달구벌대로 1762, 두류빌딩 7층 (두류동)",35.85734771,128.5584376
1116,달서구,송현효요양병원,요양병원,요양병원,186,0,0,186,0,0,0,053-626-7100,대구광역시 달서구 월배로 384 (송현동),35.82874739,128.5502672
1117,달서구,휴요양병원,요양병원,요양병원,256,0,0,255,0,0,0,053-652-2220,"대구광역시 달서구 성당로 215, 1~7층 (두류동)",35.85153999,128.5732871
1118,달서구,상인요양병원,요양병원,요양병원,183,0,0,183,0,0,0,053-282-5000,"대구광역시 달서구 월배로 247, 지하1층, 지상2,3,4,5층 (상인동)",35.82003408,128.540326
1119,달서구,대구명성요양병원,요양병원,요양병원,267,0,0,224,0,42,0,053-260-7000,대구광역시 달서구 성당로 223 (두류동),35.85219758,128.5731891
1120,달서구,한결요양병원,요양병원,요양병원,199,0,0,198,0,0,0,053-591-9111,대구광역시 달서구 대명천로 15 (성당동),35.83902444,128.5576101
1121,달서구,월배요양병원,요양병원,요양병원,139,0,0,139,0,0,0,053-632-0808,"대구광역시 달서구 월배로 119, 3,6,7,8층 (진천동)",35.81518484,128.5272923
1122,달서구,대구행복요양병원,요양병원,요양병원,184,0,0,184,0,0,0,053-720-5700,"대구광역시 달서구 월배로 120, 6~10층 (진천동)",35.81450248,128.5274066
1123,달서구,신홍도요양병원,요양병원,요양병원,150,0,0,150,0,0,0,053-526-5991,"대구광역시 달서구 용산로 141, 그랜드M 타워 지하2,지상2,10,11,15층동 (용산동)",35.85012928,128.5301263
1124,달서구,선진요양병원,요양병원,요양병원,170,0,0,170,0,0,0,053-264-0119,대구광역시 달서구 월배로 446(송현동),35.83316822,128.5542408
2007,수성구,의료법인정목의료재단한패밀리요양병원,요양병원,요양병원,243,0,0,243,0,0,0,053-763-2000,"대구광역시 수성구 동대구로 12, 한패밀리병원 (지산동)",35.8313371,128.6239659
2008,수성구,송효의료재단효산요양병원,요양병원,요양병원,119,0,0,119,0,0,0,053-766-2114,대구광역시 수성구 동대구로 245 (범어동),35.85219595,128.6246651
2009,수성구,참좋은요양병원,요양병원,요양병원,149,0,0,149,0,0,0,053-710-9988,대구광역시 수성구 신천동로 482 (수성동4가),35.86619899,128.6146583
2010,수성구,수성요양병원,요양병원,요양병원,192,0,0,192,0,0,0,053-784-2000,"대구광역시 수성구 동대구로 148 (황금동, 수성요양병원)",35.84313877,128.6248905
2011,수성구,스위스요양병원,요양병원,요양병원,295,0,0,292,0,2,0,053-767-2200,"대구광역시 수성구 화랑로 26, 2,3,4층 (만촌동, 만촌우방하이츠)",35.86876782,128.6320167
2012,수성구,수성명가요양병원,요양병원,요양병원,140,0,0,140,0,0,0,053-716-7300,"대구광역시 수성구 희망로 219 (황금동, 수성명가요양병원)",35.84661327,128.6228864
2013,수성구,김신요양병원,요양병원,요양병원,299,0,0,298,0,1,0,053-766-5555,"대구광역시 수성구 수성로 228, 지하1~10층 (중동)",35.84583915,128.6131199
2014,수성구,황금요양병원,요양병원,요양병원,245,0,0,245,0,0,0,053-765-1111,"대구광역시 수성구 수성로 216, 지하1,지상2~10층 (중동)",35.84471461,128.6129863
2015,수성구,수성제니스요양병원,요양병원,요양병원,170,0,0,170,0,0,0,053-243-8899,"대구광역시 수성구 동대구로 64, 6~12,13 일부층 (지산동)",35.83599547,128.6243725
2592,북구,강북요양병원,요양병원,요양병원,199,0,0,199,0,0,0,053-313-6006,대구광역시 북구 칠곡중앙대로 504-6 (읍내동),35.93989522,128.5507637
2594,북구,의료법인 효민의료재단 대구큰사랑요양병원,요양병원,요양병원,175,0,0,175,0,0,0,053-951-9119,"대구광역시 북구 대현로 46, 지하2층,지하1층일부,1층일부,2~4층,6층일부,9층 (대현동)",35.88464541,128.6046678
2597,북구,첨단요양병원,요양병원,요양병원,233,0,0,233,0,0,0,053-669-1000,대구광역시 북구 대현로 19 (대현동),35.88640902,128.6028873
2602,북구,햇살요양병원,요양병원,요양병원,150,0,0,150,0,0,0,053-326-0078,대구광역시 북구 팔거천동로 224 (동천동),35.94388692,128.5587059
2603,북구,한솔요양병원,요양병원,요양병원,242,0,0,235,0,7,0,053-354-5555,대구광역시 북구 침산로 167 (침산동),35.89107851,128.5898899
2605,북구,아리채요양병원,요양병원,요양병원,148,0,0,148,0,0,0,053-321-0020,대구광역시 북구 노본길 15-3 (학정동),35.95893015,128.56642
2607,북구,문요양병원,요양병원,요양병원,199,0,0,199,0,0,0,053-326-6800,"대구광역시 북구 칠곡중앙대로 215, 지하2층, 1층~7층 (태전동)",35.91536628,128.5479968
2608,북구,칠성요양병원,요양병원,요양병원,154,0,0,144,0,10,0,053-256-3456,"대구광역시 북구 신암로 27, 2,4층일부,5-7층 (칠성동1가)",35.87525907,128.6054013
2611,북구,프라임요양병원,요양병원,요양병원,250,0,0,250,0,0,0,053-952-7775,"대구광역시 북구 신암로 111, 4~8층 (대현동)",35.88083558,128.6112895
2613,북구,새결요양병원,요양병원,요양병원,204,0,0,204,0,0,0,053-314-1100,"대구광역시 북구 학정로 103, 지하1, 1~4층 (태전동)",35.91727892,128.5504568
2619,북구,센트럴요양병원,요양병원,요양병원,230,0,0,215,0,15,0,053-957-8888,"대구광역시 북구 연암로 111, 지하1층,지상1~6층 (산격동)",35.89441505,128.5940169
2623,북구,대구시티요양병원,요양병원,요양병원,199,0,0,196,0,0,0,053-242-7000,"대구광역시 북구 호국로 13, 지하1층,지상1~7층 (산격동)",35.90390193,128.6024273
2868,남구,성심요양병원,요양병원,요양병원,399,0,0,393,0,6,0,053-657-2111,대구광역시 남구 대명로 14 (대명동),35.83759881,128.558986
2869,남구,대구요양병원,요양병원,요양병원,187,0,0,145,0,42,0,053-625-3000,"대구광역시 남구 현충로 184, 대구요양병원 (대명동)",35.84916086,128.5811127
2870,남구,앞산요양병원,요양병원,요양병원,183,0,0,165,0,18,0,053-219-7000,대구광역시 남구 대명로 237 (대명동),35.84183996,128.5826166
2871,남구,메디암요양병원,요양병원,요양병원,98,0,0,98,0,0,0,053-477-7500,대구광역시 남구 봉덕로 33 (봉덕동),35.84536314,128.5943627
2872,남구,뉴영대요양병원,요양병원,요양병원,244,0,0,239,0,5,0,053-215-0119,대구광역시 남구 대명로 275(대명동),35.84370696,128.5863262
2873,남구,현대요양병원,요양병원,요양병원,106,0,0,106,0,0,0,053-655-1075,대구광역시 남구 대명로 24 (대명동),35.83791668,128.5601641
2874,남구,명덕효요양병원,요양병원,요양병원,174,0,0,174,0,0,0,053-476-0000,"대구광역시 남구 중앙대로 227, 주1(지하1~5)층 ,주2(지하1~3)층호 (대명동)",35.85379426,128.5899902
2876,남구,대명휴요양병원,요양병원,요양병원,187,0,0,187,0,0,0,053-230-3000,"대구광역시 남구 대명로 86, 8~12층 (대명동)",35.83905302,128.5669719
3136,서구,대덕의료재단 보람요양병원,요양병원,요양병원,139,0,0,138,0,0,0,053-555-0660,대구광역시 서구 달서로 35 (내당동),35.8654029,128.5706973
3144,서구,대구연세요양병원,요양병원,요양병원,239,0,0,238,0,0,0,053-558-1001,대구광역시 서구 북비산로 156 (평리동),35.87850885,128.5502694
3145,서구,웰니스1004요양병원,요양병원,요양병원,143,0,0,142,0,0,0,053-570-1004,"대구광역시 서구 달구벌대로 1889, 지하3층, 2층~5층 (내당동)",35.86215111,128.570869
3148,서구,열린요양병원,요양병원,요양병원,125,0,0,116,0,9,0,053-562-2500,대구광역시 서구 북비산로 239 (평리동),35.87946645,128.5594472
3149,서구,남대구요양병원,요양병원,요양병원,199,0,0,199,0,0,0,053-525-8200,대구광역시 서구 서대구로 315 (비산동),35.88587013,128.5571308
3150,서구,제일효요양병원,요양병원,요양병원,286,0,0,260,0,26,0,053-551-9119,"대구광역시 서구 북비산로 250 (평리동, 제일효병원)",35.87893806,128.560269
3152,서구,장수효요양병원,요양병원,요양병원,148,0,0,148,0,0,0,053-285-1100,대구광역시 서구 평리로 380 (내당동),35.86551796,128.5644838
3153,서구,팔달요양병원,요양병원,요양병원,241,0,0,241,0,0,0,053-353-8888,"대구광역시 서구 팔달로 152, 7~12층 (비산동)",35.88875858,128.5666286
3154,서구,뉴경대요양병원,요양병원,요양병원,271,0,0,271,0,0,0,053-564-8808,"대구광역시 서구 국채보상로 232, 9~15층 (평리동)",35.87039591,128.5565879
3641,동구,안심리더스요양병원,요양병원,요양병원,199,0,0,199,0,0,0,053-980-9800,"대구광역시 동구 안심뉴타운2로 77, 5~9층 (율암동)",35.8732618,128.7022999
3644,동구,안심요양병원,요양병원,요양병원,160,0,0,160,0,0,0,053-960-1000,대구광역시 동구 안심로41길 50 (서호동),35.87053475,128.7088652
3645,동구,효경지요양병원,요양병원,요양병원,174,0,0,172,0,0,0,053-746-3232,"대구광역시 동구 화랑로 157, 1~6층 (효목동)",35.87586474,128.6425458
3647,동구,동대구요양병원,요양병원,요양병원,102,0,0,102,0,0,0,053-957-7551,대구광역시 동구 신암남로 159 (신암동),35.88365971,128.6312825
3649,동구,이시아요양병원,요양병원,요양병원,188,0,0,188,0,0,0,053-983-7700,대구광역시 동구 파계로6길 16 (지묘동),35.93918151,128.6406445
3650,동구,바른요양병원,요양병원,요양병원,199,0,0,199,0,0,0,053-721-7575,"대구광역시 동구 해동로 119, 지하1,지상1~3층 (입석동)",35.88971072,128.6432004
3653,동구,강남요양병원,요양병원,요양병원,177,0,0,177,0,0,0,053-983-4300,"대구광역시 동구 동촌로 207 (방촌동, 강남병원)",35.88304785,128.6630328
3654,동구,파티마요양병원,요양병원,요양병원,227,0,0,227,0,0,0,053-242-2800,"대구광역시 동구 아양로 81, 호창메디타워 7~10층,13층 (신암동)",35.88335425,128.6227814
4110,중구,대한요양병원,요양병원,요양병원,149,0,0,149,0,0,0,053-218-8800,"대구광역시 중구 중앙대로 297, 3~7층 (남산동)",35.85986479,128.591579
3625,동구,이지웰의원,의원,요양병원,29,29,0,0,0,0,0,053-955-9800,대구광역시 동구 효동로6길 22 (효목동),35.88063113,128.6496444
2875,남구,고은재활요양병원,요양병원,요양병원,194,0,0,193,0,1,0,053-213-2300,"대구광역시 남구 현충로 236, 2~6(4층 일부)층 (대명동)",35.85370543,128.5835009
3151,서구,경대재활요양병원,요양병원,요양병원,215,0,0,215,0,0,0,053-262-2626,"대구광역시 서구 국채보상로 223, 대원빌딩 4~10층 (평리동)",35.87082759,128.5553546
2006,수성구,대구광역시시지노인전문병원,요양병원,요양병원,244,0,0,244,0,0,0,053-819-2004,"대구광역시 수성구 유니버시아드로 365, 대구광역시시지노인전문병원 (욱수동)",35.82889558,128.7103637
3142,서구,대구광역시서부노인전문병원,요양병원,요양병원,242,0,0,211,0,30,0,053-570-7600,대구광역시 서구 와룡로 298-13 (중리동),35.85972762,128.5392207
868,달서구,마미유의원,의원,유방외과,0,0,0,0,0,0,0,053-635-6075,"대구광역시 달서구 월배로 170, 4층 (상인동)",35.81687981,128.5325959
1047,달서구,권선미유외과의원,의원,유방외과,3,3,0,0,0,0,0,053-552-9900,"대구광역시 달서구 달구벌대로 1545, 골든뷰 메디타워 2층 (죽전동)",35.85037236,128.5360902
1086,달서구,경대리즈유외과의원,의원,유방외과,3,3,0,0,0,0,0,053-639-6060,"대구광역시 달서구 조암로 4, 3층 301,302호 (월성동)",35.82625217,128.5291978
1724,수성구,마리아유외과의원,의원,유방외과,0,0,0,0,0,0,0,053-252-6875,"대구광역시 수성구 명덕로 414, 5층 (수성동2가)",35.85410605,128.6154007
1727,수성구,미즈유외과의원,의원,유방외과,0,0,0,0,0,0,0,053-746-6075,"대구광역시 수성구 달구벌대로 2395, 4층 (범어동, 범어골드클리닉타워)",35.85963402,128.6245211
1771,수성구,더블유외과의원,의원,유방외과,2,2,0,0,0,0,0,053-744-6075,"대구광역시 수성구 달구벌대로 2296, 6층 (수성동1가, 영광빌딩)",35.8594617,128.6135916
2549,북구,라라유외과의원,의원,유방외과,3,3,0,0,0,0,0,053-313-6868,"대구광역시 북구 팔거천동로 206, 6층 601,602,603호 (동천동)",35.94242053,128.5584119
3587,동구,영남유외과의원,의원,유방외과,2,2,0,0,0,0,0,053-956-6075,대구광역시 동구 아양로10길 22(신암동),35.88158149,128.6214833
4009,중구,황승욱K유외과의원,의원,유방외과,2,2,0,0,0,0,0,053-248-8000,"대구광역시 중구 달구벌대로 2210, 8층 (대봉동)",35.86237391,128.60468
4089,중구,로제유외과의원,의원,유방외과,2,2,0,0,0,0,0,053-428-6868,"대구광역시 중구 달구벌대로 2167, 2층 (삼덕동2가)",35.86399708,128.6005373
917,달서구,박혜란유외과의원,의원,유방외과,0,0,0,0,0,0,0,053-634-6075,"대구광역시 달서구 월배로 219, 603호 (상인동)",35.81910471,128.5370819
1835,수성구,퀸스유외과의원,의원,유방외과,2,2,0,0,0,0,0,053-421-6875,"대구광역시 수성구 달구벌대로 2421, 5층 (범어동)",35.85938369,128.6276626
1975,수성구,미앤유외과의원,의원,유방외과,3,3,0,0,0,0,0,053-745-7001,"대구광역시 수성구 달구벌대로 2557-1, 5층 (만촌동)",35.85924635,128.6426174
2799,남구,최은아유외과의원,의원,유방외과,2,2,0,0,0,0,0,053-653-6075,대구광역시 남구 대명로 12 (대명동),35.83755457,128.5588464
3549,동구,이자현유외과의원,의원,유방외과,2,2,0,0,0,0,0,053-965-6900,"대구광역시 동구 안심로 58, 5층 (율하동)",35.86985152,128.6919413
3944,중구,이경외과의원,의원,유방외과,29,29,0,0,0,0,0,053-422-6848,대구광역시 중구 명덕로 315 (대봉동),35.85538358,128.6048405
3947,중구,김진영유외과의원,의원,유방외과,2,2,0,0,0,0,0,053-422-6075,"대구광역시 중구 달구벌대로 2126, 10층 (봉산동)",35.86466858,128.5960428
4095,중구,반월당마리아유외과의원,의원,유방외과,0,0,0,0,0,0,0,053-255-6875,"대구광역시 중구 달구벌대로 2094, 5층 501호 (남산동)",35.8652806,128.5925901
2843,남구,행복한유앤갑외과의원,의원,유방외과(갑상선클리닉),0,0,0,0,0,0,0,053-477-5000,"대구광역시 남구 중앙대로 240, 해솔빌딩 2층 (대명동)",35.85464736,128.5910058
179,달성군,이 이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-593-7533,대구광역시 달성군 다사읍 달구벌대로 805,35.86271923,128.4594834
185,달성군,본이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-635-6100,대구광역시 달성군 화원읍 비슬로 2723,35.80982614,128.5126882
189,달성군,참조은이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-591-7535,"대구광역시 달성군 다사읍 달구벌대로 877, 302호",35.85808636,128.4653902
190,달성군,신이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-593-7585,"대구광역시 달성군 다사읍 달구벌대로 873, 2층 (동일빌딩)",35.85836231,128.465064
199,달성군,석이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-587-7533,"대구광역시 달성군 다사읍 서재로7길 12, 2층",35.86871343,128.4922053
203,달성군,영이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-635-5082,대구광역시 달성군 화원읍 화암로 69,35.79792505,128.4960659
216,달성군,참이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-616-8119,"대구광역시 달성군 현풍읍 테크노상업로 20, 201호",35.6909731,128.4535879
218,달성군,상쾌한이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-587-7790,"대구광역시 달성군 다사읍 달구벌대로 878, 3층 301호",35.85760399,128.4646128
231,달성군,세천퍼스트이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-583-7575,"대구광역시 달성군 다사읍 세천로 161, 301호",35.87486562,128.4786462
233,달성군,경이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-617-7577,대구광역시 달성군 유가읍 테크노상업로 112,35.69325352,128.4619239
238,달성군,열린이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-611-2929,대구광역시 달성군 유가읍 테크노상업로 98,35.69323251,128.4600992
241,달성군,박종대이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-623-6111,"대구광역시 달성군 화원읍 비슬로 2582, 2층",35.80356056,128.4993293
263,달성군,더나은이비인후과의원,의원,이비인후과,5,5,0,0,0,0,0,053-632-8275,대구광역시 달성군 화원읍 비슬로 2579-4,35.80391036,128.4990141
265,달성군,준 이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-617-0202,"대구광역시 달성군 구지면 과학마을로 50, 3층 301호",35.65558933,128.4188341
270,달성군,원이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-615-5075,"대구광역시 달성군 옥포읍 돌미상업로2길 1, 3층",35.7823888,128.4424125
679,달서구,한빛이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-587-7588,대구광역시 달서구 성지로 78 (용산동),35.8562004,128.5213107
686,달서구,최상규이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-628-5111,대구광역시 달서구 월배로 331 (송현동),35.82519796,128.5463199
695,달서구,김희택이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-655-3181,대구광역시 달서구 월배로 491 (송현동),35.83679812,128.5564782
699,달서구,효성이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-555-3240,"대구광역시 달서구 달구벌대로 1530 (감삼동, 용산브리티시상가)",35.84933926,128.5339189
700,달서구,김창원이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-628-1083,대구광역시 달서구 월배로 400 (송현동),35.82988296,128.5512639
707,달서구,방성혁이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-621-7701,"대구광역시 달서구 달구벌대로 1726, 4층 (두류동)",35.85629959,128.55425
712,달서구,시티이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-638-0298,"대구광역시 달서구 달구벌대로 1664, 2층 (감삼동)",35.85389604,128.5480456
713,달서구,우리이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-635-9030,대구광역시 달서구 비슬로 2720 (대곡동),35.80928928,128.5127194
722,달서구,손이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-634-5556,"대구광역시 달서구 도원로 29, 2층 (도원동)",35.80715643,128.5360311
728,달서구,김부선이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-585-8437,대구광역시 달서구 성서서로 355-1 (신당동),35.85693657,128.4996221
741,달서구,신세계이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-583-0069,대구광역시 달서구 계대동문로 116 (이곡동),35.85510041,128.5052321
745,달서구,이병화이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-639-7588,"대구광역시 달서구 도원로 20, 2층 201호 (도원동)",35.8079889,128.5355107
751,달서구,안주선이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-521-1184,"대구광역시 달서구 용산로 235, 2층 (용산동, 대구은행용산동지점)",35.85849113,128.5302712
754,달서구,경이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-634-3433,"대구광역시 달서구 상인서로 103-6, 리젠트프라자 7층 (상인동)",35.81839435,128.5395654
782,달서구,신태현이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-641-7222,"대구광역시 달서구 월곡로 184, 303호 (상인동, 리빙프리자)",35.81266198,128.5448335
795,달서구,참이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-636-5075,"대구광역시 달서구 도원로 30, 202호 (도원동, 대곡프라자)",35.80721515,128.5353427
798,달서구,우종이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-591-5075,"대구광역시 달서구 호산로 143, 3층 (파호동)",35.8525959,128.4777896
810,달서구,신상근이비인후과의원,의원,이비인후과,1,1,0,0,0,0,0,053-593-1192,"대구광역시 달서구 이곡공원로 42, 2층 (이곡동)",35.85502866,128.5120717
825,달서구,가톨릭이비인후과의원,의원,이비인후과,4,4,0,0,0,0,0,053-623-5075,대구광역시 달서구 달구벌대로 1736 (두류동),35.85667284,128.555274
826,달서구,영이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-571-7575,"대구광역시 달서구 장기로 265, 2층 (장기동)",35.84334112,128.5312533
827,달서구,수이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-635-8575,"대구광역시 달서구 월배로 92, 5층 (진천동)",35.8139176,128.5246904
837,달서구,이강혁이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-585-8600,대구광역시 달서구 성서로 420 (이곡동),35.85500456,128.5077807
845,달서구,전재윤이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-586-7775,대구광역시 달서구 성서로 419 (이곡동),35.85499513,128.5066935
846,달서구,현앤신이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-633-6003,대구광역시 달서구 상인서로 94 (상인동),35.81836543,128.5407316
863,달서구,시원이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-525-8275,"대구광역시 달서구 한들로 23, 3층 (장기동)",35.84811774,128.5280502
878,달서구,굿모닝이비인후과의원,의원,이비인후과,2,2,0,0,0,0,0,053-635-7585,"대구광역시 달서구 월배로 130, 2층 (진천동)",35.8150274,128.5284555
885,달서구,상쾌한이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-634-5118,"대구광역시 달서구 조암남로 41, 2층 (월성동)",35.8211573,128.5286794
899,달서구,예일이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-568-8575,"대구광역시 달서구 당산로 39, 상가204호 (본리동)",35.8409457,128.5444515
902,달서구,상이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-384-0700,대구광역시 달서구 월배로 175 (상인동),35.81758387,128.5327247
904,달서구,곽신일이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-552-5578,대구광역시 달서구 달구벌대로 1714 (두류동),35.85588394,128.5531314
907,달서구,탑이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-624-7581,"대구광역시 달서구 월배로 324, 2층 (송현동)",35.82431702,128.5463805
913,달서구,와우이비인후과의원,의원,이비인후과,3,3,0,0,0,0,0,053-654-2052,"대구광역시 달서구 구마로 255, 3층 (성당동)",35.83762552,128.5557435
918,달서구,이준엽이비인후과의원,의원,이비인후과,0,0,0,0,0,0,0,053-554-0075,"대구광역시 달서구 당산로 89, 3층 (감삼동)",35.84540829,128.5442628
929,달서구,준이비인후과의원,의원,이비인후과,1,1,0,0,0,0,0,053-643-1119,"대구광역시 달서구 조암남로 42, 트럼프스타 202,204호 (월성동)",35.82179287,128.5280147
